Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,BB%,K%,BB/K,BABIP,HBP,SF,SH,GDP,SB,CS,Def,ISO,wOBA,wRAA,AVG,OBP,SLG,OPS,WAR,wRC+,WPA
Vladimir Guerrero,Rangers,152,593,643,178,121,27,1,29,83,115,35,5,60,5.4,9.3,0.58,0.292,9,6,0,19,4,5,-14.6,0.196,0.364,21.9,0.3,0.345,0.496,0.841,1.0,119,2.01
Carlos Pena,Rays,144,484,582,95,49,18,0,28,64,84,87,4,158,14.9,27.1,0.55,0.222,7,4,0,2,5,1,-15.5,0.21100000000000002,0.325,2.0,0.196,0.325,0.40700000000000003,0.732,1.0,105,1.33
Ryan Howard,Phillies,143,550,620,152,93,23,5,31,87,108,59,11,157,9.5,25.3,0.38,0.332,8,3,0,14,1,1,-23.2,0.22899999999999998,0.368,23.4,0.276,0.353,0.505,0.8590000000000001,1.0,127,1.72
A.J. Pierzynski,White Sox,128,474,503,128,90,29,0,9,43,56,15,2,39,3.0,7.8,0.38,0.278,6,2,6,17,3,4,9.2,0.11800000000000001,0.302,-7.6,0.27,0.3,0.38799999999999996,0.688,0.9,80,-0.85
James Loney,Dodgers,161,588,648,157,104,41,2,10,67,88,52,9,95,8.0,14.7,0.55,0.302,4,4,0,14,10,5,-11.7,0.128,0.316,-2.4,0.267,0.32899999999999996,0.395,0.723,0.8,97,-0.12
Ian Desmond,Nationals,154,525,574,141,100,27,4,10,59,65,28,3,109,4.9,19.0,0.26,0.317,5,7,9,9,17,5,-2.4,0.124,0.306,-6.7,0.26899999999999996,0.308,0.392,0.7,0.8,86,-1.23
Alberto Callaspo,Angels,146,562,601,149,110,27,2,10,61,56,31,3,42,5.2,7.0,0.74,0.26899999999999996,1,6,1,22,5,3,5.4,0.109,0.297,-11.8,0.265,0.302,0.374,0.675,0.8,82,-2.4
Miguel Tejada,Orioles,156,636,681,171,130,26,0,15,71,71,30,3,67,4.4,9.8,0.45,0.28,11,3,1,16,2,0,-1.7,0.11199999999999999,0.306,-7.9,0.26899999999999996,0.312,0.381,0.6920000000000001,0.8,88,-0.3
Adam LaRoche,Diamondbacks,151,560,615,146,82,37,2,25,75,100,48,4,172,7.8,28.0,0.28,0.33,3,4,0,8,0,1,-7.0,0.207,0.341,9.9,0.261,0.32,0.46799999999999997,0.7879999999999999,0.8,104,-0.29
Orlando Cabrera,Reds,123,494,537,130,93,33,0,4,64,42,28,0,53,5.2,9.9,0.53,0.284,3,7,5,11,11,4,7.2,0.091,0.292,-12.5,0.263,0.303,0.354,0.657,0.7,75,-1.21
Nyjer Morgan,Nationals,136,509,577,129,105,17,7,0,60,24,40,1,88,6.9,15.3,0.45,0.304,10,3,15,2,34,17,2.4,0.061,0.28800000000000003,-15.3,0.253,0.319,0.314,0.633,0.7,74,-1.41
Brennan Boesch,Tigers,133,464,512,119,76,26,3,14,49,67,40,5,99,7.8,19.3,0.4,0.297,5,3,0,5,7,1,-10.1,0.159,0.322,0.3,0.256,0.32,0.41600000000000004,0.736,0.7,96,-0.88
Yuniesky Betancourt,Royals,151,556,588,144,97,29,2,16,60,78,23,1,64,3.9,10.9,0.36,0.267,1,4,4,13,2,3,-4.6,0.146,0.302,-8.8,0.259,0.28800000000000003,0.405,0.6920000000000001,0.5,84,0.36
Alcides Escobar,Brewers,145,506,552,119,91,14,10,4,57,41,36,7,70,6.5,12.7,0.51,0.264,3,3,4,8,10,4,8.6,0.091,0.27,-22.5,0.235,0.28800000000000003,0.326,0.614,0.5,62,-3.25
Scott Podsednik,Dodgers,134,539,595,160,133,14,7,6,63,51,40,1,83,6.7,13.9,0.48,0.33799999999999997,0,6,10,10,35,15,-17.9,0.085,0.322,0.4,0.297,0.342,0.382,0.7240000000000001,0.4,99,-0.59
Jose Lopez,Mariners,150,593,622,142,103,29,0,10,49,58,23,1,66,3.7,10.6,0.35,0.254,3,3,0,20,3,2,9.9,0.099,0.27,-25.6,0.239,0.27,0.33899999999999997,0.609,0.4,69,-1.05
Jeff Francoeur,Rangers,139,454,503,113,80,18,2,13,52,65,30,8,81,6.0,16.1,0.37,0.27,8,11,0,9,8,3,-2.1,0.134,0.295,-10.6,0.249,0.3,0.38299999999999995,0.6829999999999999,0.3,80,-0.79
Jose Guillen,Royals,148,524,577,135,92,22,2,19,55,77,32,1,113,5.5,19.6,0.28,0.29100000000000004,14,6,0,17,1,0,-8.3,0.158,0.322,0.2,0.258,0.314,0.41600000000000004,0.73,0.1,98,-0.79
Matt Kemp,Dodgers,162,602,668,150,91,25,6,28,82,89,53,4,170,7.9,25.4,0.31,0.295,4,9,0,14,19,15,-23.5,0.201,0.32899999999999996,4.0,0.249,0.31,0.45,0.76,0.0,106,-0.41
Aramis Ramirez,Cubs,124,465,507,112,65,21,1,25,61,83,34,3,90,6.7,17.8,0.38,0.245,3,5,0,10,0,0,-5.8,0.21100000000000002,0.322,0.3,0.24100000000000002,0.294,0.452,0.745,0.0,94,-0.56
Michael Cuddyer,Twins,157,609,675,165,109,37,5,14,93,81,58,7,93,8.6,13.8,0.62,0.298,4,4,0,26,7,3,-25.8,0.146,0.33,4.7,0.271,0.336,0.41700000000000004,0.753,-0.1,103,-0.83
Jonny Gomes,Reds,148,511,571,136,91,24,3,18,77,86,39,3,123,6.8,21.5,0.32,0.311,12,9,0,4,5,3,-23.5,0.16399999999999998,0.331,4.6,0.266,0.327,0.431,0.758,-0.1,101,0.34
Garrett Jones,Pirates,158,592,654,146,90,34,1,21,64,86,53,2,123,8.1,18.8,0.43,0.27399999999999997,1,8,0,18,7,3,-14.7,0.16699999999999998,0.315,-3.2,0.247,0.306,0.414,0.72,-0.2,95,-0.12
Ty Wigginton,Orioles,154,581,649,144,92,29,1,22,63,76,50,3,116,7.7,17.9,0.43,0.27,8,9,1,23,0,1,-14.0,0.16699999999999998,0.318,-1.5,0.248,0.312,0.415,0.727,-0.2,93,-1.48
Carlos Quentin,White Sox,131,453,527,110,57,25,2,26,73,87,50,3,83,9.5,15.7,0.6,0.24100000000000002,20,4,0,16,2,2,-32.3,0.23600000000000002,0.358,15.5,0.243,0.342,0.479,0.821,-0.3,118,0.76
Cesar Izturis,Orioles,150,473,513,109,94,13,1,1,42,28,25,1,53,4.9,10.3,0.47,0.257,6,2,7,11,11,5,11.8,0.038,0.249,-29.7,0.23,0.27699999999999997,0.268,0.545,-0.4,46,-2.84
Jorge Cantu,Rangers,127,472,515,121,80,29,1,11,50,56,29,1,95,5.6,18.4,0.31,0.295,6,7,1,15,0,0,-10.1,0.136,0.306,-6.3,0.256,0.304,0.392,0.695,-0.5,83,-0.82
Ryan Theriot,Dodgers,150,586,640,158,139,15,2,2,72,29,41,3,74,6.4,11.6,0.55,0.305,4,2,7,13,20,9,-0.7,0.043,0.28600000000000003,-17.7,0.27,0.321,0.312,0.633,-0.5,73,-3.35
Skip Schumaker,Cardinals,137,476,529,126,102,18,1,5,66,42,43,2,64,8.1,12.1,0.67,0.294,4,4,2,7,5,3,-10.8,0.07400000000000001,0.301,-8.6,0.265,0.32799999999999996,0.33799999999999997,0.667,-0.6,85,0.1
Adam Lind,Blue Jays,150,569,613,135,77,32,3,23,57,72,38,3,144,6.2,23.5,0.26,0.27699999999999997,3,3,0,10,0,0,-17.3,0.188,0.309,-5.6,0.237,0.287,0.425,0.7120000000000001,-0.7,89,0.3
Jason Kubel,Twins,143,518,582,129,82,23,3,21,68,92,56,5,116,9.6,19.9,0.48,0.28,3,5,0,16,0,1,-20.4,0.17800000000000002,0.327,3.0,0.249,0.32299999999999995,0.42700000000000005,0.75,-0.7,101,0.09
Melky Cabrera,Braves,147,458,509,117,83,27,3,4,50,42,42,11,64,8.3,12.6,0.66,0.28800000000000003,1,3,5,8,7,1,-15.7,0.098,0.292,-11.6,0.255,0.317,0.354,0.6709999999999999,-1.4,77,-1.41
Carlos Lee,Astros,157,605,649,149,95,29,1,24,67,89,37,1,59,5.7,9.1,0.63,0.23800000000000002,3,4,0,20,3,3,-23.2,0.17,0.31,-5.9,0.24600000000000002,0.29100000000000004,0.41700000000000004,0.708,-1.7,89,1.24
