Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,BB%,K%,BB/K,BABIP,HBP,SF,SH,GDP,SB,CS,Def,ISO,wOBA,wRAA,AVG,OBP,SLG,OPS,WAR,wRC+,WPA
Aramis Ramirez,Pirates,137,475,516,117,68,31,1,17,43,75,31,3,68,6.0,13.2,0.46,0.253,5,5,0,23,1,0,2.7,0.177,0.309,-1.9,0.24600000000000002,0.297,0.423,0.72,0.8,93,-1.45
Starlin Castro,Cubs,151,547,578,145,109,23,2,11,52,69,21,6,91,3.6,15.7,0.23,0.298,5,4,1,18,5,5,5.4,0.11,0.28800000000000003,-11.4,0.265,0.29600000000000004,0.375,0.6709999999999999,0.8,79,-1.08
Jose Reyes,Rockies,116,481,519,132,98,25,2,7,57,53,26,0,62,5.0,11.9,0.42,0.301,0,3,9,6,24,6,-1.5,0.10400000000000001,0.3,-5.3,0.27399999999999997,0.31,0.37799999999999995,0.688,0.6,81,-0.29
Brett Lawrie,Athletics,149,562,602,146,98,29,3,16,64,60,28,1,144,4.7,23.9,0.19,0.32,5,4,3,8,5,2,-12.2,0.14800000000000002,0.306,-3.7,0.26,0.299,0.40700000000000003,0.706,0.6,94,-0.01
Gerardo Parra,Orioles,155,547,589,159,104,36,5,14,83,51,28,3,92,4.8,15.6,0.3,0.325,5,5,4,8,14,4,-22.1,0.161,0.33399999999999996,9.8,0.29100000000000004,0.32799999999999996,0.452,0.78,0.5,109,-0.98
Brandon Moss,Cardinals,145,469,526,106,61,24,2,19,47,58,49,4,148,9.3,28.1,0.33,0.285,5,3,0,12,0,1,-7.8,0.18100000000000002,0.308,-2.1,0.226,0.304,0.40700000000000003,0.711,0.5,93,-1.67
Matt Kemp,Padres,154,596,648,158,101,31,3,23,80,100,39,0,147,6.0,22.7,0.27,0.311,5,8,0,17,12,2,-24.1,0.17800000000000002,0.325,6.1,0.265,0.312,0.44299999999999995,0.755,0.4,109,1.89
Torii Hunter,Twins,139,521,567,125,81,22,0,22,67,81,35,1,105,6.2,18.5,0.33,0.258,6,5,0,14,2,5,-6.5,0.16899999999999998,0.304,-4.2,0.24,0.293,0.409,0.7020000000000001,0.4,89,0.94
Jean Segura,Brewers,142,560,584,144,117,16,5,6,57,50,13,2,93,2.2,15.9,0.14,0.298,6,2,3,14,25,6,6.7,0.079,0.268,-20.9,0.257,0.281,0.336,0.616,0.4,64,-3.28
Wilson Ramos,Nationals,128,475,504,109,78,16,0,15,41,68,21,2,101,4.2,20.0,0.21,0.256,0,8,0,16,0,0,11.1,0.128,0.265,-19.6,0.22899999999999998,0.258,0.358,0.616,0.3,62,-1.44
Anthony Gose,Tigers,140,485,535,123,86,24,8,5,73,26,45,0,145,8.4,27.1,0.31,0.35200000000000004,3,0,2,11,23,11,-8.5,0.113,0.304,-3.9,0.254,0.321,0.36700000000000005,0.688,0.3,89,-0.73
Evan Gattis,Astros,153,566,604,139,81,20,11,27,66,88,30,3,119,5.0,19.7,0.25,0.264,3,5,0,13,0,1,-16.0,0.217,0.317,1.8,0.24600000000000002,0.285,0.46299999999999997,0.748,0.3,103,-0.58
Jimmy Rollins,Dodgers,144,517,563,116,76,24,3,13,71,41,44,0,86,7.8,15.3,0.51,0.24600000000000002,0,1,1,12,12,8,-0.3,0.133,0.28300000000000003,-13.7,0.22399999999999998,0.285,0.358,0.643,0.2,80,-2.46
Jay Bruce,Reds,157,580,649,131,66,35,4,26,72,87,58,8,145,8.9,22.3,0.4,0.251,2,9,0,10,9,5,-11.2,0.209,0.309,-2.3,0.226,0.294,0.434,0.7290000000000001,0.2,93,-3.25
Joe Mauer,Twins,158,592,666,157,111,34,2,10,69,66,67,12,112,10.1,16.8,0.6,0.309,1,5,1,22,2,1,-11.7,0.115,0.311,-1.4,0.265,0.33799999999999997,0.38,0.718,0.2,93,1.66
Melky Cabrera,White Sox,158,629,683,172,122,36,2,12,70,77,40,2,88,5.9,12.9,0.45,0.297,2,10,2,18,3,0,-15.0,0.121,0.307,-3.6,0.273,0.314,0.39399999999999996,0.7090000000000001,-0.1,94,-1.47
Nick Castellanos,Tigers,154,549,595,140,86,33,6,15,42,73,39,1,152,6.6,25.5,0.26,0.322,1,6,0,21,0,3,-9.0,0.16399999999999998,0.311,-1.2,0.255,0.303,0.419,0.721,-0.1,94,-0.64
Logan Morrison,Mariners,146,457,511,103,68,15,3,17,47,54,47,5,81,9.2,15.9,0.58,0.23800000000000002,4,2,1,7,8,4,-11.9,0.158,0.298,-6.3,0.225,0.302,0.38299999999999995,0.685,-0.2,90,-0.16
Alexei Ramirez,White Sox,154,583,622,145,102,33,0,10,54,62,31,2,68,5.0,10.9,0.46,0.264,1,6,1,18,17,7,0.4,0.10800000000000001,0.27899999999999997,-17.1,0.249,0.285,0.35700000000000004,0.642,-0.3,74,-2.4
Ryan Howard,Phillies,129,467,503,107,54,29,1,23,53,77,27,2,138,5.4,27.4,0.2,0.272,5,3,0,11,0,0,-13.9,0.214,0.308,-2.2,0.22899999999999998,0.27699999999999997,0.44299999999999995,0.72,-0.4,93,-0.37
Angel Pagan,Giants,133,512,551,134,107,21,3,3,55,37,32,0,93,5.8,16.9,0.34,0.31,1,6,0,12,12,4,-12.5,0.07,0.28,-14.6,0.262,0.303,0.332,0.635,-0.8,78,-0.62
Billy Butler,Athletics,151,538,601,135,91,28,1,15,63,65,52,4,101,8.7,16.8,0.51,0.282,7,4,0,26,0,0,-14.3,0.139,0.311,-0.9,0.251,0.32299999999999995,0.39,0.713,-0.8,98,-1.49
Avisail Garcia,White Sox,148,553,601,142,110,17,2,13,66,59,36,3,141,6.0,23.5,0.26,0.32,8,4,0,13,7,7,-13.8,0.10800000000000001,0.295,-8.5,0.257,0.309,0.365,0.675,-0.9,86,-0.36
Chris Owings,Diamondbacks,147,515,552,117,81,27,5,4,59,43,26,3,144,4.7,26.1,0.18,0.305,1,3,7,9,16,4,-4.6,0.095,0.255,-25.8,0.22699999999999998,0.264,0.322,0.5870000000000001,-1.5,51,-3.56
Pablo Sandoval,Red Sox,126,470,505,115,79,25,1,10,43,47,25,1,73,5.0,14.5,0.34,0.27,7,2,1,14,0,0,-15.1,0.121,0.28800000000000003,-10.3,0.245,0.292,0.366,0.6579999999999999,-1.9,76,-1.33
